_website,created_in,email,firstname,lastname,_address_firstname,_address_lastname,street,city,telephone,region,postcode,country_id,_address_default_billing_,_address_default_shipping_,group_id,created_at,updated_at
base,Default Store View,Cornelia.Marsh@thelumastory.com,Cornelia,Marsh,Cornelia,Marsh,1234 Jipvep Square,Govocafi,555-555-5555,NY,21731,US,1,1,1,9/29/16 2:01,9/29/16 2:01
base,Default Store View,Hannah.Cross@thelumastory.com,Hannah,Cross,Hannah,Cross,1228 Tecjo Extension,Urelal,555-555-5555,IA,86635,US,1,1,2,9/29/16 8:15,9/29/16 8:15
base,Default Store View,Marie.Norris@thelumastory.com,Marie,Norris,Marie,Norris,562 Uckoj River,Daijig,555-555-5555,DC,71519,US,1,1,3,9/29/16 11:00,9/29/16 11:00
base,Default Store View,Nannie.Johnson@thelumastory.com,Nannie,Johnson,Nannie,Johnson,1007 Enfe Glen,Mewupfow,555-555-5555,AR,71912,US,1,1,3,9/29/16 21:15,9/29/16 21:15
base,Default Store View,Ola.Townsend@thelumastory.com,Ola,Townsend,Ola,Townsend,1769 Badi View,Faweujo,555-555-5555,OK,15585,US,1,1,2,10/1/16 3:26,10/1/16 3:26
base,Default Store View,Elsie.Barker@thelumastory.com,Elsie,Barker,Elsie,Barker,460 Horuj Street,Kevlide,555-555-5555,AR,23805,US,1,1,3,10/1/16 18:44,10/1/16 18:44
base,Default Store View,Russell.Keller@thelumastory.com,Russell,Keller,Russell,Keller,60 Ambo Center,Lorhuam,555-555-5555,UT,56211,US,1,1,3,10/1/16 22:56,10/1/16 22:56
base,Default Store View,Lizzie.Wade@thelumastory.com,Lizzie,Wade,Lizzie,Wade,1752 Vokej Park,Ocejehim,555-555-5555,MI,12702,US,1,1,3,10/2/16 5:39,10/2/16 5:39
base,Default Store View,Steve.Dixon@thelumastory.com,Steve,Dixon,Steve,Dixon,1573 Patok Court,Poalavu,555-555-5555,WV,70749,US,1,1,3,10/3/16 3:46,10/3/16 3:46
base,Default Store View,Francisco.Rodgers@thelumastory.com,Francisco,Rodgers,Francisco,Rodgers,58 Enugan Path,Hinafuv,555-555-5555,OR,81884,US,1,1,3,10/3/16 19:02,10/3/16 19:02
base,Default Store View,Marvin.Pierce@thelumastory.com,Marvin,Pierce,Marvin,Pierce,254 Dafosa Loop,Risapij,555-555-5555,MA,9460,US,1,1,2,10/3/16 19:24,10/3/16 19:24
base,Default Store View,Alice.Beck@thelumastory.com,Alice,Beck,Alice,Beck,1983 Lokoc Junction,Saffahu,555-555-5555,AR,91897,US,1,1,3,10/4/16 5:50,10/4/16 5:50
base,Default Store View,Isaac.Cooper@thelumastory.com,Isaac,Cooper,Isaac,Cooper,1675 Zuje Turnpike,Sogikac,555-555-5555,ME,85174,US,1,1,2,10/4/16 12:02,10/4/16 12:02
base,Default Store View,Martha.Mack@thelumastory.com,Martha,Mack,Martha,Mack,1310 Gurmo Way,Itewaik,555-555-5555,NM,48673,US,1,1,2,10/4/16 14:01,10/4/16 14:01
base,Default Store View,Anne.Mendez@thelumastory.com,Anne,Mendez,Anne,Mendez,1553 Saglid View,Ijakivko,555-555-5555,CT,46711,US,1,1,3,10/4/16 18:32,10/4/16 18:32
base,Default Store View,Abbie.Hart@thelumastory.com,Abbie,Hart,Abbie,Hart,1777 Mifle Circle,Keukinow,555-555-5555,RI,22512,US,1,1,1,10/4/16 22:34,10/4/16 22:34
base,Default Store View,Aiden.Terry@thelumastory.com,Aiden,Terry,Aiden,Terry,32 Batin Highway,Afomimaw,555-555-5555,HI,82659,US,1,1,1,10/5/16 2:37,10/5/16 2:37
base,Default Store View,Mason.Rowe@thelumastory.com,Mason,Rowe,Mason,Rowe,826 Buvsu Ridge,Ahejogjev,555-555-5555,SD,18365,US,1,1,3,10/5/16 8:28,10/5/16 8:28
base,Default Store View,Blake.Singleton@thelumastory.com,Blake,Singleton,Blake,Singleton,458 Fazu Heights,Wovdauk,555-555-5555,MN,13802,US,1,1,3,10/5/16 10:16,10/5/16 10:16
base,Default Store View,Anne.Rivera@thelumastory.com,Anne,Rivera,Anne,Rivera,1052 Dojji Park,Leokiba,555-555-5555,CO,25100,US,1,1,3,10/5/16 23:19,10/5/16 23:19
base,Default Store View,Violet.Watson@thelumastory.com,Violet,Watson,Violet,Watson,1790 Joive Center,Haraka,555-555-5555,IA,60463,US,1,1,3,10/7/16 7:50,10/7/16 7:50
base,Default Store View,John.Moreno@thelumastory.com,John,Moreno,John,Moreno,1393 Vivada Point,Sidcule,555-555-5555,NH,7661,US,1,1,2,10/7/16 12:24,10/7/16 12:24
base,Default Store View,Gavin.Freeman@thelumastory.com,Gavin,Freeman,Gavin,Freeman,332 Ceeb Loop,Vuhacfef,555-555-5555,ND,64166,US,1,1,3,10/7/16 13:55,10/7/16 13:55
base,Default Store View,Cornelia.Curtis@thelumastory.com,Cornelia,Curtis,Cornelia,Curtis,1355 Vumu Ridge,Tigbufa,555-555-5555,DE,50395,US,1,1,2,10/8/16 22:06,10/8/16 22:06
base,Default Store View,Matthew.Byrd@thelumastory.com,Matthew,Byrd,Matthew,Byrd,495 Orucu Drive,Nefone,555-555-5555,ND,93244,US,1,1,3,10/9/16 13:44,10/9/16 13:44
base,Default Store View,Stanley.Mendoza@thelumastory.com,Stanley,Mendoza,Stanley,Mendoza,308 Dajir Loop,Habsuzuse,555-555-5555,RI,3277,US,1,1,1,10/9/16 15:00,10/9/16 15:00
base,Default Store View,Connor.Cole@thelumastory.com,Connor,Cole,Connor,Cole,480 Nokopa Extension,Beenidap,555-555-5555,AK,55579,US,1,1,3,10/10/16 4:34,10/10/16 4:34
base,Default Store View,Curtis.Holland@thelumastory.com,Curtis,Holland,Curtis,Holland,328 Dumu Point,Suekahe,555-555-5555,IA,10414,US,1,1,3,10/10/16 22:38,10/10/16 22:38
base,Default Store View,Joseph.Bryan@thelumastory.com,Joseph,Bryan,Joseph,Bryan,1207 Ricba Glen,Esacohu,555-555-5555,CT,62183,US,1,1,2,10/11/16 8:46,10/11/16 8:46
